transaction_id, is_refund, corr_transaction_identifier, date_time, transaction_date_type, transaction_date_other, amount, currency, payment_method_type, payment_method_other, initiated_at_physical_premises_of_merchant, payer_ms, payer_ms_source, psp_role_type, psp_role_other, reported_payee_id
HR-1-131,true,HU-1,2025-01-29T10:47:35Z,CESOP701,CESOP701,1113441.00,TWD,Direct debit,TODO,true,IE,BIC,Payment collector,other,95d668e8-9368-45a7-a22c-d549e06a5e9e
IT-1-132,true,LT-1,2025-02-02T14:41:10Z,CESOP701,CESOP701,2333.83,CLP,E-money,TODO,true,LU,Other,Other,other,257cfb63-2d48-488e-82b0-89e994c677ba
LV-1-133,true,MT-1,2025-03-21T16:54:45Z,CESOP701,CESOP701,1111.00,COP,Money Remittance,TODO,true,NL,IBAN,Three party card scheme,other,34afdb58-c6c6-4d15-b596-87f6773e2be7
PL-1-134,true,PT-1,2025-01-05T02:18:05Z,CESOP701,CESOP701,1113441.00,PKR,Marketplace,TODO,true,RO,OBAN,Four party card scheme,other,945cd568-d69c-4dd2-aeb7-ceb1653c7bca
SE-1-135,true,SI-1,2025-01-07T07:29:18Z,CESOP701,CESOP701,2333.83,RON,Intermediary,TODO,true,SK,BIC,E-money provider,other,7e29cfee-562b-4bcb-b3bd-ed25d447d902
AT-1-136,true,BE-1,2025-02-28T19:33:11Z,CESOP701,CESOP701,1111.00,SAR,Other,TODO,true,BG,Other,Acquirer,other,bf7c09b2-b7ad-419a-9563-fd86630c3b88
CY-1-137,true,CZ-1,2025-01-20T10:05:13Z,CESOP701,CESOP701,1113441.00,NPR,Card payment,TODO,true,DE,IBAN,e-Wallet provider,other,930d122d-7e0d-4861-af37-7a419f85b32f
DK-1-138,true,EE-1,2025-01-19T10:41:41Z,CESOP701,CESOP701,2333.83,EGP,Bank transfer,TODO,true,ES,OBAN,Money Transfer operator,other,a25af94b-adc9-48da-aa57-24a45bf25ee0
FI-1-139,true,FR-1,2025-03-02T08:45:56Z,CESOP701,CESOP701,1111.00,MAD,Direct debit,TODO,true,GR,BIC,Issuer of payment instruments,other,81a0b013-d49b-4c18-8a5d-392301999e38
HR-1-140,true,HU-1,2025-01-03T05:37:40Z,CESOP701,CESOP701,1113441.00,BHD,E-money,TODO,true,IE,Other,Payment Processor,other,b29f2289-ab1b-4f46-8cc9-eff7bd807c7a
IT-1-141,true,LT-1,2025-02-08T04:10:36Z,CESOP701,CESOP701,2333.83,KWD,Money Remittance,TODO,true,LU,IBAN,E-payment,other,b928c9c2-a4ec-4921-913a-c47bc6390a7b
LV-1-142,true,MT-1,2025-02-26T15:27:44Z,CESOP701,CESOP701,1111.00,OMR,Marketplace,TODO,true,NL,OBAN,Payment collector,other,517bd954-17cc-48bd-a451-65ae350431ff
PL-1-143,true,PT-1,2025-03-24T04:20:36Z,CESOP701,CESOP701,1113441.00,QAR,Intermediary,TODO,true,RO,BIC,Other,other,f8a90062-561c-4955-8006-1362d9b36be9
SE-1-144,true,SI-1,2025-03-25T00:14:37Z,CESOP701,CESOP701,2333.83,VND,Other,TODO,true,SK,Other,Three party card scheme,other,7f57ec29-e0f8-4f15-8335-0d69db4646d9
AT-1-145,true,BE-1,2025-02-27T19:56:12Z,CESOP701,CESOP701,1111.00,LKR,Card payment,TODO,true,BG,IBAN,Four party card scheme,other,c4ad8bf1-e023-4c64-8e9e-3cc18478ee40
CY-1-146,true,CZ-1,2025-02-10T19:52:47Z,CESOP701,CESOP701,1113441.00,ISK,Bank transfer,TODO,true,DE,OBAN,E-money provider,other,2faaad06-5dfb-4ca7-8bbd-7af82ef1249e
DK-1-147,true,EE-1,2025-01-01T07:53:10Z,CESOP701,CESOP701,2333.83,JOD,Direct debit,TODO,true,ES,BIC,Acquirer,other,ed7c8973-26ef-44ce-9fbc-9af366609025
FI-1-148,true,FR-1,2025-02-07T21:08:47Z,CESOP701,CESOP701,1111.00,BAM,E-money,TODO,true,GR,Other,e-Wallet provider,other,57c76bcf-c287-4209-bb4e-eb2066552765
HR-1-149,true,HU-1,2025-01-15T03:44:13Z,CESOP701,CESOP701,1113441.00,MDL,Money Remittance,TODO,true,IE,IBAN,Money Transfer operator,other,378c76c0-12cc-4da9-8a1e-e133b7134873
IT-1-150,true,LT-1,2025-02-16T10:22:04Z,CESOP701,CESOP701,2333.83,UAH,Marketplace,TODO,true,LU,OBAN,Issuer of payment instruments,other,335c01c2-29f4-473e-9678-ef57ce82c789
LV-1-151,true,MT-1,2025-03-01T03:04:52Z,CESOP701,CESOP701,1111.00,USD,Intermediary,TODO,true,NL,BIC,Payment Processor,other,22c4b728-a3da-467c-9688-32790f23134e
PL-1-152,true,PT-1,2025-02-20T09:00:15Z,CESOP701,CESOP701,1113441.00,EUR,Other,TODO,true,RO,Other,E-payment,other,9e9e6ff7-29cb-4ece-8a6a-187536f9f089
SE-1-153,true,SI-1,2025-03-08T19:51:07Z,CESOP701,CESOP701,2333.83,JPY,Card payment,TODO,true,SK,IBAN,Payment collector,other,55cb9e42-f29f-4742-beeb-437bd8101c3f
AT-1-154,true,BE-1,2025-02-15T23:30:46Z,CESOP701,CESOP701,1111.00,GBP,Bank transfer,TODO,true,BG,OBAN,Other,other,1f7fec83-bfa2-4ee9-b165-0066cfd92c66
CY-1-155,true,CZ-1,2025-03-29T12:12:28Z,CESOP701,CESOP701,1113441.00,AUD,Direct debit,TODO,true,DE,BIC,Three party card scheme,other,d1b68113-4589-4fdd-a104-fc3882b225cf
DK-1-156,true,EE-1,2025-01-06T08:59:13Z,CESOP701,CESOP701,2333.83,CAD,E-money,TODO,true,ES,Other,Four party card scheme,other,b72f9716-3172-4e03-909b-abeb40830c73
FI-1-157,true,FR-1,2025-01-03T10:16:30Z,CESOP701,CESOP701,1111.00,CHF,Money Remittance,TODO,true,GR,IBAN,E-money provider,other,88c88fd3-8fb2-4e22-985f-ed965c517370
HR-1-158,true,HU-1,2025-03-23T12:34:39Z,CESOP701,CESOP701,1113441.00,CNY,Marketplace,TODO,true,IE,OBAN,Acquirer,other,bdc43467-4355-4fec-94be-b623affb6928
IT-1-159,true,LT-1,2025-03-04T23:15:50Z,CESOP701,CESOP701,2333.83,SEK,Intermediary,TODO,true,LU,BIC,e-Wallet provider,other,11e59847-cd1c-4fe8-b000-8bcb487f1da9
LV-1-160,true,MT-1,2025-01-16T11:07:09Z,CESOP701,CESOP701,1111.00,NZD,Other,TODO,true,NL,Other,Money Transfer operator,other,11b78b1c-1670-44e9-bae3-3b5114e3a497
PL-1-161,true,PT-1,2025-03-14T09:43:47Z,CESOP701,CESOP701,1113441.00,MXN,Card payment,TODO,true,RO,IBAN,Issuer of payment instruments,other,0d93e3fd-3c7d-4cdf-9405-8846f285f2ab
SE-1-162,true,SI-1,2025-03-08T15:22:48Z,CESOP701,CESOP701,2333.83,SGD,Bank transfer,TODO,true,SK,OBAN,Payment Processor,other,4aec69aa-626e-4a00-86d9-ba99fc20831b
AT-1-163,true,BE-1,2025-02-18T13:04:02Z,CESOP701,CESOP701,1111.00,HKD,Direct debit,TODO,true,BG,BIC,E-payment,other,527c7bc7-8375-4b67-b463-b0ebc2a973ca
CY-1-164,true,CZ-1,2025-03-10T00:25:25Z,CESOP701,CESOP701,1113441.00,NOK,E-money,TODO,true,DE,Other,Payment collector,other,43124914-2407-4a15-99c9-99d3a7db9690
DK-1-165,true,EE-1,2025-02-09T22:12:58Z,CESOP701,CESOP701,2333.83,ILS,Money Remittance,TODO,true,ES,IBAN,Other,other,048b35dd-47ae-4ff1-9e3b-df6640a0e56d
FI-1-166,true,FR-1,2025-02-16T21:49:19Z,CESOP701,CESOP701,1111.00,KRW,Marketplace,TODO,true,GR,OBAN,Three party card scheme,other,b1d8c942-1196-4e7f-b625-423d4c033c87
HR-1-167,true,HU-1,2025-02-12T07:40:44Z,CESOP701,CESOP701,1113441.00,TRY,Intermediary,TODO,true,IE,BIC,Four party card scheme,other,fb5cb7c8-be29-409d-8912-7f9d3e354051
IT-1-168,true,LT-1,2025-01-07T22:25:19Z,CESOP701,CESOP701,2333.83,RUB,Other,TODO,true,LU,Other,E-money provider,other,52351ca7-1c26-44cb-b95d-246737059070
LV-1-169,true,MT-1,2025-03-04T12:19:05Z,CESOP701,CESOP701,1111.00,INR,Card payment,TODO,true,NL,IBAN,Acquirer,other,d300f760-ddc6-4ac2-b03f-b3d744348471
PL-1-170,true,PT-1,2025-03-17T15:17:36Z,CESOP701,CESOP701,1113441.00,BRL,Bank transfer,TODO,true,RO,OBAN,e-Wallet provider,other,79a07b53-768f-4bb6-be3f-1d347783a5a1
SE-1-171,true,SI-1,2025-03-03T02:01:04Z,CESOP701,CESOP701,2333.83,ZAR,Direct debit,TODO,true,SK,BIC,Money Transfer operator,other,279b5f9d-58c9-49ed-b19d-8e17ab0440db
AT-1-172,true,BE-1,2025-02-04T12:03:59Z,CESOP701,CESOP701,1111.00,AED,E-money,TODO,true,BG,Other,Issuer of payment instruments,other,32121c97-d1d8-4ace-965a-dd71af534aba
CY-1-173,true,CZ-1,2025-01-16T15:02:14Z,CESOP701,CESOP701,1113441.00,PLN,Money Remittance,TODO,true,DE,IBAN,Payment Processor,other,e292a68e-4f70-4ca3-99b5-ec9ecf570cd0
DK-1-174,true,EE-1,2025-03-03T07:03:34Z,CESOP701,CESOP701,2333.83,THB,Marketplace,TODO,true,ES,OBAN,E-payment,other,15fc02ef-64ff-4d14-b525-e70c5e217db4
FI-1-175,true,FR-1,2025-01-18T15:10:17Z,CESOP701,CESOP701,1111.00,CZK,Intermediary,TODO,true,GR,BIC,Payment collector,other,3466ecfc-b81b-4045-819c-8b7a3a363dee
HR-1-176,true,HU-1,2025-03-03T13:38:46Z,CESOP701,CESOP701,1113441.00,DKK,Other,TODO,true,IE,Other,Other,other,dc68203f-acae-4354-a675-27876c0c7b7d
IT-1-177,true,LT-1,2025-01-15T11:39:01Z,CESOP701,CESOP701,2333.83,HUF,Card payment,TODO,true,LU,IBAN,Three party card scheme,other,009ef9d7-7129-405d-ab52-c8c2db1ba5c8
LV-1-178,true,MT-1,2025-03-19T05:49:45Z,CESOP701,CESOP701,1111.00,MYR,Bank transfer,TODO,true,NL,OBAN,Four party card scheme,other,fdd4a09f-57fb-40ae-86e5-ead8daabb491
PL-1-179,true,PT-1,2025-02-16T13:40:36Z,CESOP701,CESOP701,1113441.00,PHP,Direct debit,TODO,true,RO,BIC,E-money provider,other,b1b21236-8dc5-4591-a96b-df163a101353
SE-1-180,true,SI-1,2025-02-15T23:51:40Z,CESOP701,CESOP701,2333.83,ARS,E-money,TODO,true,SK,Other,Acquirer,other,e666533e-c3a1-44c8-9909-7810a3e35dfb
AT-1-181,true,BE-1,2025-03-25T13:14:58Z,CESOP701,CESOP701,1111.00,TWD,Money Remittance,TODO,true,BG,IBAN,e-Wallet provider,other,41938436-9e1a-42bf-badb-dc799b59502b
CY-1-182,true,CZ-1,2025-02-26T11:42:44Z,CESOP701,CESOP701,1113441.00,CLP,Marketplace,TODO,true,DE,OBAN,Money Transfer operator,other,20438627-ebc2-443d-b055-712928bfec75
DK-1-183,true,EE-1,2025-02-19T05:27:24Z,CESOP701,CESOP701,2333.83,COP,Intermediary,TODO,true,ES,BIC,Issuer of payment instruments,other,27633ad0-8b8f-4992-b666-e5309e0e4780
FI-1-184,true,FR-1,2025-01-06T04:01:09Z,CESOP701,CESOP701,1111.00,PKR,Other,TODO,true,GR,Other,Payment Processor,other,dd75327c-5fa7-48b5-b092-136b889094db
HR-1-185,true,HU-1,2025-02-27T18:06:25Z,CESOP701,CESOP701,1113441.00,RON,Card payment,TODO,true,IE,IBAN,E-payment,other,31684a95-2126-4a11-801e-4a01e0ea0c46
IT-1-186,true,LT-1,2025-01-26T03:47:48Z,CESOP701,CESOP701,2333.83,SAR,Bank transfer,TODO,true,LU,OBAN,Payment collector,other,46c0f694-fb5a-430a-a90d-6e80e1acde02
LV-1-187,true,MT-1,2025-03-31T07:09:10Z,CESOP701,CESOP701,1111.00,NPR,Direct debit,TODO,true,NL,BIC,Other,other,11c9c636-be95-4de0-8d41-a331200317c8
PL-1-188,true,PT-1,2025-03-14T18:40:29Z,CESOP701,CESOP701,1113441.00,EGP,E-money,TODO,true,RO,Other,Three party card scheme,other,0433c688-bb19-4782-997e-9fe744b780f0
SE-1-189,true,SI-1,2025-03-05T06:37:40Z,CESOP701,CESOP701,2333.83,MAD,Money Remittance,TODO,true,SK,IBAN,Four party card scheme,other,72f9f9e6-bfa0-4e85-80ea-cceaef3d7794
AT-1-190,true,BE-1,2025-03-24T20:11:49Z,CESOP701,CESOP701,1111.00,BHD,Marketplace,TODO,true,BG,OBAN,E-money provider,other,47f5a398-e7e6-4582-8706-2071a75a754c
CY-1-191,true,CZ-1,2025-03-08T21:20:07Z,CESOP701,CESOP701,1113441.00,KWD,Intermediary,TODO,true,DE,BIC,Acquirer,other,0470ba72-da07-45a1-898b-5fadb673cd94
DK-1-192,true,EE-1,2025-02-03T09:49:50Z,CESOP701,CESOP701,2333.83,OMR,Other,TODO,true,ES,Other,e-Wallet provider,other,8995410e-8be4-4d5f-b92d-7c4e202b1297
FI-1-193,true,FR-1,2025-01-05T00:59:11Z,CESOP701,CESOP701,1111.00,QAR,Card payment,TODO,true,GR,IBAN,Money Transfer operator,other,cbfaeac4-5781-45be-af07-399b9fd9490f
HR-1-194,true,HU-1,2025-03-16T08:53:56Z,CESOP701,CESOP701,1113441.00,VND,Bank transfer,TODO,true,IE,OBAN,Issuer of payment instruments,other,decbdf0c-75dc-41a2-a395-671c470e437c
IT-1-195,true,LT-1,2025-02-18T10:44:55Z,CESOP701,CESOP701,2333.83,LKR,Direct debit,TODO,true,LU,BIC,Payment Processor,other,70ade2e4-ed0e-4ca0-8974-052375db1308
LV-1-196,true,MT-1,2025-01-18T14:42:19Z,CESOP701,CESOP701,1111.00,ISK,E-money,TODO,true,NL,Other,E-payment,other,82e10266-2be5-4cb4-a759-8cbe59720b63
PL-1-197,true,PT-1,2025-03-20T02:47:01Z,CESOP701,CESOP701,1113441.00,JOD,Money Remittance,TODO,true,RO,IBAN,Payment collector,other,84d8a4a1-bca5-4981-8611-e2d7325d19c3
SE-1-198,true,SI-1,2025-01-08T21:40:37Z,CESOP701,CESOP701,2333.83,BAM,Marketplace,TODO,true,SK,OBAN,Other,other,710cc8ca-84db-415b-aa58-cfcd858d9ba7
AT-1-199,true,BE-1,2025-03-13T10:01:37Z,CESOP701,CESOP701,1111.00,MDL,Intermediary,TODO,true,BG,BIC,Three party card scheme,other,061cb36d-a7f2-4a74-a11d-b081d13c18f3
CY-1-200,true,CZ-1,2025-01-06T22:23:33Z,CESOP701,CESOP701,1113441.00,UAH,Other,TODO,true,DE,Other,Four party card scheme,other,3fc3b73d-a96d-4e58-8bab-cd0634761ec3
DK-1-201,true,EE-1,2025-03-24T13:08:19Z,CESOP701,CESOP701,2333.83,USD,Card payment,TODO,true,ES,IBAN,E-money provider,other,25508d91-ed57-4881-a11c-e0e24471e1e6
FI-1-202,true,FR-1,2025-03-25T04:33:46Z,CESOP701,CESOP701,1111.00,EUR,Bank transfer,TODO,true,GR,OBAN,Acquirer,other,48c04d2a-3016-46a0-8da6-b634078c88ad
HR-1-203,true,HU-1,2025-01-15T16:20:28Z,CESOP701,CESOP701,1113441.00,JPY,Direct debit,TODO,true,IE,BIC,e-Wallet provider,other,146616f5-f3e5-4a2b-a4fd-323551bcabc9
IT-1-204,true,LT-1,2025-03-18T02:57:21Z,CESOP701,CESOP701,2333.83,GBP,E-money,TODO,true,LU,Other,Money Transfer operator,other,a8f25332-f81a-40fc-95a1-f5a840ef5a49
LV-1-205,true,MT-1,2025-03-31T10:38:38Z,CESOP701,CESOP701,1111.00,AUD,Money Remittance,TODO,true,NL,IBAN,Issuer of payment instruments,other,03071386-c092-47ff-95bb-272f9a37502f
PL-1-206,true,PT-1,2025-01-13T20:25:50Z,CESOP701,CESOP701,1113441.00,CAD,Marketplace,TODO,true,RO,OBAN,Payment Processor,other,97c8f40e-9eb0-49d7-8c29-7e8a7a030b7c
SE-1-207,true,SI-1,2025-01-29T11:58:06Z,CESOP701,CESOP701,2333.83,CHF,Intermediary,TODO,true,SK,BIC,E-payment,other,bba3b37f-caff-4701-890a-96164ed27a5c
AT-1-208,true,BE-1,2025-02-20T04:58:27Z,CESOP701,CESOP701,1111.00,CNY,Other,TODO,true,BG,Other,Payment collector,other,3882d447-3cf5-47d2-931e-71a9f174d5d8
CY-1-209,true,CZ-1,2025-03-30T07:51:31Z,CESOP701,CESOP701,1113441.00,SEK,Card payment,TODO,true,DE,IBAN,Other,other,24067014-1e97-489d-81ef-aa745d21952b
DK-1-210,true,EE-1,2025-01-21T10:54:50Z,CESOP701,CESOP701,2333.83,NZD,Bank transfer,TODO,true,ES,OBAN,Three party card scheme,other,cf16cb3f-cce4-4582-bcd0-46871885597c
FI-1-211,true,FR-1,2025-03-27T02:56:02Z,CESOP701,CESOP701,1111.00,MXN,Direct debit,TODO,true,GR,BIC,Four party card scheme,other,801728d7-385b-43e7-acb5-0fa63394a2e2
HR-1-212,true,HU-1,2025-02-15T19:59:07Z,CESOP701,CESOP701,1113441.00,SGD,E-money,TODO,true,IE,Other,E-money provider,other,0d893c4d-a2cc-4fc4-8dcb-edcf31cfc85f
IT-1-213,true,LT-1,2025-02-04T12:08:35Z,CESOP701,CESOP701,2333.83,HKD,Money Remittance,TODO,true,LU,IBAN,Acquirer,other,884701fe-2456-43af-be2e-8e84b63acefc
LV-1-214,true,MT-1,2025-01-07T21:13:35Z,CESOP701,CESOP701,1111.00,NOK,Marketplace,TODO,true,NL,OBAN,e-Wallet provider,other,ed2f0e9e-0b7e-4f98-8069-d7aeee81d127
PL-1-215,true,PT-1,2025-01-03T10:34:03Z,CESOP701,CESOP701,1113441.00,ILS,Intermediary,TODO,true,RO,BIC,Money Transfer operator,other,2557f6bd-34cf-4ab3-97fb-6ed9242da343
SE-1-216,true,SI-1,2025-03-27T09:17:56Z,CESOP701,CESOP701,2333.83,KRW,Other,TODO,true,SK,Other,Issuer of payment instruments,other,2cc9536b-bae9-433f-8a7d-fd7abfb067b4
AT-1-217,true,BE-1,2025-03-05T04:33:16Z,CESOP701,CESOP701,1111.00,TRY,Card payment,TODO,true,BG,IBAN,Payment Processor,other,3c006c9a-0b34-4ce4-82de-c72bd0442587
CY-1-218,true,CZ-1,2025-03-25T04:03:10Z,CESOP701,CESOP701,1113441.00,RUB,Bank transfer,TODO,true,DE,OBAN,E-payment,other,e065e183-0ae3-44eb-961c-2b969d6b5363
DK-1-219,true,EE-1,2025-02-13T19:12:16Z,CESOP701,CESOP701,2333.83,INR,Direct debit,TODO,true,ES,BIC,Payment collector,other,bf7427d6-1f86-43b6-aae5-287230373582
FI-1-220,true,FR-1,2025-02-18T13:15:44Z,CESOP701,CESOP701,1111.00,BRL,E-money,TODO,true,GR,Other,Other,other,a0164398-c77f-416e-ac22-a5dda024a790
HR-1-221,true,HU-1,2025-03-09T22:12:41Z,CESOP701,CESOP701,1113441.00,ZAR,Money Remittance,TODO,true,IE,IBAN,Three party card scheme,other,befb4909-5ab1-4705-a9b7-a7e48f38b66e
IT-1-222,true,LT-1,2025-01-05T20:22:46Z,CESOP701,CESOP701,2333.83,AED,Marketplace,TODO,true,LU,OBAN,Four party card scheme,other,4df84800-2593-43cf-980b-ed96991ce1e7
LV-1-223,true,MT-1,2025-03-25T11:09:25Z,CESOP701,CESOP701,1111.00,PLN,Intermediary,TODO,true,NL,BIC,E-money provider,other,ca3e5276-455d-4229-859a-ba759c5303d0
PL-1-224,true,PT-1,2025-02-13T20:00:50Z,CESOP701,CESOP701,1113441.00,THB,Other,TODO,true,RO,Other,Acquirer,other,3cbae361-6619-40b7-a1a3-a621b768588f
SE-1-225,true,SI-1,2025-02-13T21:43:04Z,CESOP701,CESOP701,2333.83,CZK,Card payment,TODO,true,SK,IBAN,e-Wallet provider,other,9820151b-d067-40e8-a739-b58abdd46e9e
AT-1-226,true,BE-1,2025-03-09T19:49:05Z,CESOP701,CESOP701,1111.00,DKK,Bank transfer,TODO,true,BG,OBAN,Money Transfer operator,other,cd11a396-2bd9-425f-a51f-0fe1d09fd72f
CY-1-227,true,CZ-1,2025-01-16T16:20:52Z,CESOP701,CESOP701,1113441.00,HUF,Direct debit,TODO,true,DE,BIC,Issuer of payment instruments,other,9ca24978-8c0d-468a-9d40-85103e225be2
DK-1-228,true,EE-1,2025-02-15T16:36:20Z,CESOP701,CESOP701,2333.83,MYR,E-money,TODO,true,ES,Other,Payment Processor,other,b339e3a1-63ba-4c5f-88ce-ee00772f7c00
FI-1-229,true,FR-1,2025-01-13T08:11:49Z,CESOP701,CESOP701,1111.00,PHP,Money Remittance,TODO,true,GR,IBAN,E-payment,other,5a021639-9e83-4782-8b90-8550030aa236
HR-1-230,true,HU-1,2025-03-11T08:32:10Z,CESOP701,CESOP701,1113441.00,ARS,Marketplace,TODO,true,IE,OBAN,Payment collector,other,4b647e99-591a-4838-9ee9-da07000cdcaf
IT-1-231,true,LT-1,2025-03-04T22:35:02Z,CESOP701,CESOP701,2333.83,TWD,Intermediary,TODO,true,LU,BIC,Other,other,7298f0ae-e4d8-4ff2-ba0e-0647633956fe
LV-1-232,true,MT-1,2025-03-22T23:54:54Z,CESOP701,CESOP701,1111.00,CLP,Other,TODO,true,NL,Other,Three party card scheme,other,3c2dee57-cd40-40fb-8069-5f813d277bd4
PL-1-233,true,PT-1,2025-02-11T12:47:17Z,CESOP701,CESOP701,1113441.00,COP,Card payment,TODO,true,RO,IBAN,Four party card scheme,other,d47945ed-4b82-44c3-80dc-2a42ff71c4fb
SE-1-234,true,SI-1,2025-03-19T16:09:38Z,CESOP701,CESOP701,2333.83,PKR,Bank transfer,TODO,true,SK,OBAN,E-money provider,other,25c8cdc0-1fce-4f82-a59e-b6abdba09de5
AT-1-235,true,BE-1,2025-03-11T18:16:27Z,CESOP701,CESOP701,1111.00,RON,Direct debit,TODO,true,BG,BIC,Acquirer,other,80c0a065-01e7-4218-b62f-1430aa99b332
CY-1-236,true,CZ-1,2025-03-08T10:50:45Z,CESOP701,CESOP701,1113441.00,SAR,E-money,TODO,true,DE,Other,e-Wallet provider,other,7cbc14bb-491e-4401-a93f-916af5fd3e6d
DK-1-237,true,EE-1,2025-01-26T14:23:13Z,CESOP701,CESOP701,2333.83,NPR,Money Remittance,TODO,true,ES,IBAN,Money Transfer operator,other,10e6f840-e2b4-41ce-ae71-9905d59419c2
FI-1-238,true,FR-1,2025-03-10T02:53:53Z,CESOP701,CESOP701,1111.00,EGP,Marketplace,TODO,true,GR,OBAN,Issuer of payment instruments,other,5970d178-fa2a-438b-ad7c-dc2f44e701ed
HR-1-239,true,HU-1,2025-02-11T13:51:24Z,CESOP701,CESOP701,1113441.00,MAD,Intermediary,TODO,true,IE,BIC,Payment Processor,other,e744586a-e71c-4dfc-9c64-29f45d612fcf
IT-1-240,true,LT-1,2025-01-20T16:13:04Z,CESOP701,CESOP701,2333.83,BHD,Other,TODO,true,LU,Other,E-payment,other,97ffbf4f-7234-4472-abbe-e8dfc598131c
LV-1-241,true,MT-1,2025-03-02T01:03:34Z,CESOP701,CESOP701,1111.00,KWD,Card payment,TODO,true,NL,IBAN,Payment collector,other,7930638b-1046-4cef-95c2-60272a3f648f
PL-1-242,true,PT-1,2025-03-24T18:39:18Z,CESOP701,CESOP701,1113441.00,OMR,Bank transfer,TODO,true,RO,OBAN,Other,other,140faf42-3a56-40b8-ba75-e68acf79f810
SE-1-243,true,SI-1,2025-03-20T11:27:32Z,CESOP701,CESOP701,2333.83,QAR,Direct debit,TODO,true,SK,BIC,Three party card scheme,other,09b4d799-8e8c-4fe4-baf4-8ba860cd3aa6
AT-1-244,true,BE-1,2025-01-09T14:39:54Z,CESOP701,CESOP701,1111.00,VND,E-money,TODO,true,BG,Other,Four party card scheme,other,e1dfda8b-a501-4da6-8058-e17fc8afae3b
CY-1-245,true,CZ-1,2025-02-17T14:52:21Z,CESOP701,CESOP701,1113441.00,LKR,Money Remittance,TODO,true,DE,IBAN,E-money provider,other,4625ccac-f44e-4fa4-8bce-644cba20bece
DK-1-246,true,EE-1,2025-02-23T03:01:28Z,CESOP701,CESOP701,2333.83,ISK,Marketplace,TODO,true,ES,OBAN,Acquirer,other,2bedcd83-3259-408b-bff5-3c05744e58b3
FI-1-247,true,FR-1,2025-03-23T22:15:22Z,CESOP701,CESOP701,1111.00,JOD,Intermediary,TODO,true,GR,BIC,e-Wallet provider,other,8d2b9a0b-de42-4e7a-9601-d56b6fb998e0
HR-1-248,true,HU-1,2025-03-13T03:51:47Z,CESOP701,CESOP701,1113441.00,BAM,Other,TODO,true,IE,Other,Money Transfer operator,other,7397c01d-2805-4426-b070-77c57d996e58
IT-1-249,true,LT-1,2025-01-07T14:27:33Z,CESOP701,CESOP701,2333.83,MDL,Card payment,TODO,true,LU,IBAN,Issuer of payment instruments,other,58b2c7ac-a6dc-4637-9409-0b136dcb0754
LV-1-250,true,MT-1,2025-03-10T01:10:19Z,CESOP701,CESOP701,1111.00,UAH,Bank transfer,TODO,true,NL,OBAN,Payment Processor,other,067fd990-1760-42a8-89d9-ff0116e5b3c6
PL-1-251,true,PT-1,2025-01-27T21:08:06Z,CESOP701,CESOP701,1113441.00,USD,Direct debit,TODO,true,RO,BIC,E-payment,other,b0f3ce5f-98c5-4468-bbb9-fb108b28d960
SE-1-252,true,SI-1,2025-02-19T23:48:24Z,CESOP701,CESOP701,2333.83,EUR,E-money,TODO,true,SK,Other,Payment collector,other,343cb194-5b0a-4484-b72e-645f768a79ec
AT-1-253,true,BE-1,2025-02-20T00:17:32Z,CESOP701,CESOP701,1111.00,JPY,Money Remittance,TODO,true,BG,IBAN,Other,other,04e94c2d-c9a1-4e01-bb6d-58741d2e7b9c
CY-1-254,true,CZ-1,2025-01-15T05:54:54Z,CESOP701,CESOP701,1113441.00,GBP,Marketplace,TODO,true,DE,OBAN,Three party card scheme,other,51054c7d-dd0b-4668-8deb-d7a09849fe7c
DK-1-255,true,EE-1,2025-01-27T02:56:36Z,CESOP701,CESOP701,2333.83,AUD,Intermediary,TODO,true,ES,BIC,Four party card scheme,other,e1953589-3bad-41ed-a707-9e6e7b0c6872
FI-1-256,true,FR-1,2025-01-20T22:38:07Z,CESOP701,CESOP701,1111.00,CAD,Other,TODO,true,GR,Other,E-money provider,other,017614a9-f23c-4c3a-84bd-3d1b2b4b31b3
HR-1-257,true,HU-1,2025-02-26T15:34:13Z,CESOP701,CESOP701,1113441.00,CHF,Card payment,TODO,true,IE,IBAN,Acquirer,other,53181dd1-f1ee-405e-98ba-fe0f02b21fa6
IT-1-258,true,LT-1,2025-02-21T10:19:56Z,CESOP701,CESOP701,2333.83,CNY,Bank transfer,TODO,true,LU,OBAN,e-Wallet provider,other,5cba60c6-4ec4-41c8-8705-0efb86bc27ba
LV-1-259,true,MT-1,2025-02-17T18:59:55Z,CESOP701,CESOP701,1111.00,SEK,Direct debit,TODO,true,NL,BIC,Money Transfer operator,other,82f1209d-9201-4016-b1cd-80aa11967eb9
PL-1-260,true,PT-1,2025-03-13T21:51:12Z,CESOP701,CESOP701,1113441.00,NZD,E-money,TODO,true,RO,Other,Issuer of payment instruments,other,66b0bca2-7b03-4e7a-9069-f60a0de5796f
SE-1-261,true,SI-1,2025-03-02T20:47:31Z,CESOP701,CESOP701,2333.83,MXN,Money Remittance,TODO,true,SK,IBAN,Payment Processor,other,1b093fa1-7ddb-4e66-b685-e684b72512f0
AT-1-262,true,BE-1,2025-01-08T16:32:07Z,CESOP701,CESOP701,1111.00,SGD,Marketplace,TODO,true,BG,OBAN,E-payment,other,248ab62f-45b2-4024-a48d-c69da1407e4d
